MatchId;Player Name;Team;Position;7M Save;7M Save Accuracy;6M Save;6M Save Accuracy;9M Save;9M Save Accuracy;Wing Save;Wing Save Accuracy;Pivot Save;Pivot Save Accuracy;Fastbreak Save;Fastbreak Save Accuracy
279;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;10;14,29;10;14,29;50;6,25;10;0,25;0;0
279;Jensen Mike;SCM;GK;0;0;0;0;30;42,86;0;0;10;33,33;10;0,2
279;Green Krejberg Jannick;SCM;GK;0;0;0;0;0;0;0;0;10;14,29;0;0
279;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;10;1;0;0;0;0
280;Semisch Malte;GWD;GK;0;0;10;0,1;80;66,67;0;0;20;0,5;0;0
280;Ferlin Klemen;HCE;GK;0;0;20;28,57;20;0,5;20;0,5;10;1;0;0
280;Sonne-Hansen Kim;HCE;GK;0;0;0;0;10;0,5;10;1;0;0;0;0
280;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
281;Rezar Aljosa;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
281;Ebner Domenico;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
281;Wernlein Felix;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
281;Asheim Havard;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
282;Bitter Johannes;HSV;GK;0;0;50;0,5;60;42,86;30;3,75;10;0,2;20;0,25
282;Vujovic Miljan;TVB;GK;30;42,86;20;18,18;40;0,8;10;0,2;20;22,22;0;0
282;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
282;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
282;Pesic Ivan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
283;Quenstedt Dario;THW;GK;0;0;20;33,33;60;0,5;20;33,33;10;11,11;0;0
283;Rebmann Daniel;FAG;GK;0;0;10;1,25;10;14,29;0;0;0;0;10;0,25
283;Landin Jacobsen Niklas;THW;GK;10;0,5;0;0;10;0,5;10;0,5;0;0;0;0
283;Klein Sebastian;FAG;GK;0;0;0;0;20;33,33;0;0;0;0;0;0
284;Birlehm Joel;RNL;GK;0;0;50;26,32;60;0,5;10;0,25;10;0,2;0;0
284;Green Krejberg Jannick;SCM;GK;0;0;0;0;40;33,33;20;33,33;0;0;0;0
284;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
284;Appelgren Mikael;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
284;Jensen Mike;SCM;GK;0;0;0;0;0;0;0;0;0;0;0;0
285;Ebner Domenico;HAN;GK;0;0;40;36,36;60;0,75;0;0;0;0;10;0,2
285;Saeveraas Kristian Skinstad;LEI;GK;0;0;70;46,67;10;0,25;30;0,5;0;0;0;0
285;El-Tayar Mohamed Essam Moustafa;LEI;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
285;Wernlein Felix;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
286;M?ller Kevin;SGF;GK;20;28,57;60;54,55;50;6,25;20;0,4;40;44,44;20;66,67
286;Milosavljev Dejan;BER;GK;10;0,5;50;1;70;46,67;10;14,29;0;0;10;33,33
286;Genz Fredrik;BER;GK;0;0;0;0;0;0;10;1;0;0;0;0
286;Bendiks Bo Asmuss;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
287;Komok Gennadiy;WET;GK;0;0;10;16,67;30;0,5;20;28,57;30;0,6;0;0
287;Semisch Malte;GWD;GK;0;0;20;16,67;10;0,2;30;3,75;10;0,2;20;66,67
287;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;10;1;0;0;0;0
287;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
288;Bitter Johannes;HSV;GK;20;28,57;0;0;30;3,75;10;33,33;30;42,86;20;0,4
288;Johannesson Peter;TBV;GK;10;0,5;10;1,25;10;1,25;10;0,5;20;0,25;10;33,33
288;Maier Jonas;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
288;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
289;Simic Nebojsa;MTM;GK;10;0,5;30;33,33;10;33,33;30;0,75;10;0,2;0;0
289;Heinevetter Silvio;MTM;GK;10;1;0;0;30;0,6;0;0;0;0;0;0
289;Thulin Tobias;TVB;GK;0;0;10;0,25;20;66,67;0;0;10;0,2;0;0
289;Pesic Ivan;TVB;GK;0;0;0;0;20;0,5;0;0;0;0;0;0
289;Vujovic Miljan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
290;Asheim Havard;NLB;GK;10;0,5;30;0,25;30;0,75;60;0,6;0;0;10;16,67
290;Mrkva Tomas;BHC;GK;0;0;30;0,5;40;57,14;10;0,25;20;0,4;0;0
290;Rezar Aljosa;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
290;Rudeck Christopher;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
291;Sonne-Hansen Kim;HCE;GK;0;0;0;0;30;33,33;0;0;20;66,67;0;0
291;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;20;0,5;10;0,2;0;0
291;Ferlin Klemen;HCE;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
291;Ruminsky Mario;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
